Address,Latitude,Longitude,Pet at Home,Animal Type,Vet Count,Intakes within Radius
"12117 Manchaca Rd,Travis,TX",30.1410223,-97.83302119999999,False,Dog,0.0,20.0
"2121 W. William Cannon,Austin,TX",30.2027931,-97.80861840000001,False,Dog,0.0,36.0
"W William Cannon Dr And S 1St St,Austin,TX",30.1970509,-97.7878418,False,Cat,0.0,66.0
"12000 Dessau Rd,Austin,TX",30.3795233,-97.654524,False,Dog,0.0,26.0
"12201 Prairie Glen Ct,Del Valle,TX",30.1608249,-97.6364313,False,Dog,0.0,27.0
"300 Brentwood St,Austin,TX",30.331621,-97.7170979,False,Dog,0.0,38.0
"Oak Hill & 71 and 290 Planet Fitness,Austin,TX",53.7788537,-2.2333559,False,Dog,0.0,1.0
"Hammermill and Palo Blanco Ln,Austin,TX",30.19168849999999,-97.7477852,False,Cat,0.0,104.0
"1630 Wells Branch Pkwy,Austin,TX",30.4420959,-97.67057129999999,False,Dog,0.0,23.0
"Fm 973 And Shadowglen Trace,Manor,TX",30.35972109999999,-97.5326049,False,Dog,0.0,15.0
"Crownover St And Caleb Dr,Austin,TX",30.2267027,-97.5905049,False,Dog,0.0,9.0
"1803 Broadmoor Dr,Austin,TX",30.3053101,-97.6960404,False,Dog,0.0,59.0
"913 N Meadows Dr,Austin,TX",30.3756633,-97.6939743,False,Dog,0.0,60.0
"Prairie Knoll Ct And Lochridge Dr,Austin,TX",30.3966431,-97.7007148,False,Dog,0.0,35.0
"412 E William Cannon Dr,Austin,TX",30.1928702,-97.7745218,False,Cat,0.0,79.0
"310 E Croslin Rd Apt 202,Austin,TX",30.336421,-97.70642939999999,False,Other,0.0,73.0
"3706 S 1St,Austin,TX",30.2287215,-97.7688048,False,Cat,0.0,60.0
"5300 Village Trl,Austin,TX",30.1959654,-97.7458595,False,Dog,0.0,88.0
"Dessau Rd And Pearl Retreat Dr,Austin,TX",30.3941056,-97.649666,False,Dog,0.0,27.0
"2705 Hoeke Ln,Austin,TX",30.211341,-97.6891358,False,Cat,0.0,22.0
"6715 S Ih 35,Austin,TX",30.1878108,-97.76997139999999,False,Dog,0.0,67.0
"W Slaughter Ln And David Moore Dr,Austin,TX",30.1737853,-97.8151886,False,Dog,0.0,39.0
"2401 Longview,Austin,TX",30.2887871,-97.75039249999999,False,Cat,0.0,35.0
"1015 E Yager,Austin,TX",30.3914531,-97.66296899999999,False,Dog,0.0,34.0
"12704 Quirin,Travis,TX",30.1744079,-97.61914279999999,False,Dog,0.0,21.0
"Kramer & Topperwein,Austin,TX",40.6348931,-74.94119909999999,False,Dog,0.0,1.0
"Downtown,Austin,TX",30.2729209,-97.74438630000002,False,Dog,0.0,74.0
"Riverside And Pleasent Valley,Austin,TX",30.234143,-97.7228689,False,Dog,0.0,104.0
"Quarter Horse And Tanglebriar Trail,Austin,TX",30.4584792,-97.81958300000001,False,Dog,0.0,13.0
"10101 S 1St St,Austin,TX",30.155976,-97.799379,False,Dog,0.0,22.0
"8605 High Valley Rd,Travis,TX",30.222661,-97.895341,False,Dog,0.0,12.0
"River Plantation And La Costa Dr,Austin,TX",30.1453385,-97.7821421,False,Dog,0.0,23.0
"3601 Cherry Lane,Austin,TX",30.2971142,-97.7801849,False,Cat,0.0,12.0
"I35 & Cesar Chavez,Austin,TX",37.9418694,-96.7515074,False,Dog,0.0,1.0
"8650 Spicewood Springs Cove,Travis,TX",30.42399279999999,-97.78485189999999,False,Cat,0.0,17.0
"2510 E 3Rd St,Austin,TX",30.256211,-97.715143,False,Dog,0.0,65.0
"Riverside And Tinin,Austin,TX",30.2401953,-97.72708000000002,False,Dog,0.0,105.0
"S Hwy 183 And Thompson Ln,Austin,TX",30.2365125,-97.68641079999999,False,Dog,0.0,47.0
"6505 Burleson Road,Austin,TX",30.2028876,-97.7147801,False,Cat,0.0,11.0
"124 W Anderson Ln,Austin,TX",30.3447022,-97.70523279999999,False,Cat,0.0,83.0
"1701 Riverview,Austin,TX",30.2521603,-97.72907049999999,False,Dog,0.0,81.0
"9059 Galewood Dr,Austin,TX",30.3683469,-97.7141886,False,Dog,0.0,69.0
"744 William Cannon,Austin,TX",30.198358,-97.7892321,False,Cat,0.0,66.0
"7700 North Cross Dr,Austin,TX",30.3547896,-97.7367027,False,Cat,0.0,35.0
"8909 Grelle Ln,Austin,TX",30.1582954,-97.7641295,False,Dog,0.0,24.0
"6302 Wolf Ln,Travis,TX",30.1629581,-97.55365069999999,False,Dog,0.0,1.0
"5903 Wideleaf,Austin,TX",30.2565011,-97.5759547,False,Dog,0.0,21.0
"15104 Bullace St,Austin,TX",30.2576441,-97.57819479999999,False,Dog,0.0,21.0
"290 And Cameron Rd,Austin,TX",30.320763,-97.69575619999999,False,Dog,0.0,51.0
"1903 Sl Davis,Austin,TX",30.2705776,-97.71870849999999,False,Dog,0.0,72.0
"Cullen & Slaughter,Austin,TX",37.1176477,-78.6491683,False,Dog,0.0,1.0
"Lake Shore Blvd And Pleasant Valley,Austin,TX",30.2424912,-97.71721149999999,False,Dog,0.0,97.0
"Timber Hills Dr And Fagerquist Rd,Travis,TX",30.1399086,-97.58935079999999,False,Dog,0.0,8.0
"Springdale And Leslie,Austin,TX",30.2825288,-97.68481109999999,False,Cat,0.0,82.0
"Wayside Blvd And Imperial Dr,Austin,TX",30.2724392,-97.6209674,False,Dog,0.0,24.0
"Parfield Dr And Mearns Meadow Blvd,Austin,TX",30.372126,-97.70320029999999,False,Dog,0.0,72.0
"Kingsbury St And Parkway,Austin,TX",30.2825618,-97.7543108,False,Dog,0.0,43.0
"2200 Willow Creek Dr,Austin,TX",30.2307453,-97.73065559999999,False,Cat,0.0,102.0
"Littlefield St And Camacho St,Austin,TX",30.29348259999999,-97.7051072,False,Cat,0.0,44.0
"14500 Deaf Smith,Travis,TX",30.2335739,-97.5899637,False,Dog,0.0,16.0
"Brodie Ln And Davis,Austin,TX",30.1953013,-97.8423747,False,Dog,0.0,21.0
"Riverside And Pleasant Valley,Austin,TX",30.240447,-97.719642,False,Dog,0.0,98.0
"Braker Ln And Lamar Blvd,Austin,TX",30.38188359999999,-97.6863975,False,Dog,0.0,39.0
"11727 Reata Dr,Travis,TX",30.070722,-97.6845419,False,Dog,0.0,4.0
"8800 Stambourne Street,Austin,TX",30.1492289,-97.7394365,False,Dog,0.0,29.0
"Raton Pass And Lazy  Creek Dr,Austin,TX",30.3121902,-97.6580083,False,Dog,0.0,46.0
"5708 Bolm Rd,Austin,TX",30.25713,-97.687318,False,Dog,0.0,49.0
"12Th St And Airport,Austin,TX",30.2768544,-97.7003386,False,Dog,0.0,82.0
"7201 Shanon Dr,Austin,TX",30.3037184,-97.6393109,False,Cat,0.0,51.0
"Metric Blvd And W Parmer Ln,Austin,TX",30.4131385,-97.6905694,False,Dog,0.0,37.0
"3Rd St And Bowie St,Austin,TX",30.2685609,-97.7538036,False,Cat,0.0,70.0
"11403 B Ptarmigan Dr,Austin,TX",30.390906,-97.7025908,False,Dog,0.0,36.0
"E 16Th St,Austin,TX",30.2777901,-97.7136465,False,Dog,0.0,66.0
"Manchaca & Redd,Austin,TX",30.1405249,-97.8330491,False,Dog,0.0,19.0
"400 Grove Blvd,Austin,TX",30.2435251,-97.7013731,False,Dog,0.0,64.0
"7001 Ross Rd,Travis,TX",30.1589572,-97.63886389999999,False,Cat,0.0,20.0
"1300 E Riverside Dr,Austin,TX",30.248298,-97.734504,False,Dog,0.0,74.0
"Springfever And Running Water,Austin,TX",30.16615049999999,-97.7372651,False,Dog,0.0,35.0
"9200 N Plaza,Austin,TX",30.3544255,-97.6861029,False,Cat,0.0,77.0
"Bolm And Airport,Austin,TX",30.2600671,-97.6938717,False,Dog,0.0,61.0
"Prospect And 8Th St,Austin,TX",30.2624508,-97.7175884,False,Dog,0.0,79.0
"15307 Delahunty Ln,Travis,TX",30.4408074,-97.6504539,False,Dog,0.0,11.0
"I-35 And Slaughter Ln,Austin,TX",30.1671213,-97.78685499999999,False,Dog,0.0,31.0
"Koening Arroyo Seco,Austin,TX",30.3295885,-97.7289064,False,Dog,0.0,30.0
"13252 George Bush St,Travis,TX",30.3526661,-97.5262752,False,Dog,0.0,16.0
"Shady Wood And Greycloud,Austin,TX",30.1942839,-97.7847889,False,Cat,0.0,68.0
"714 Turtle Creek Blvd #244,Austin,TX",30.2041391,-97.78446319999999,False,Dog,0.0,69.0
"Milton And 2Nd St,Austin,TX",30.2487216,-97.7568129,False,Dog,0.0,41.0
"Govalle Park,Austin,TX",30.25998,-97.69042379999999,False,Dog,0.0,58.0
"4504 Kitty,Austin,TX",30.2838023,-97.6848369,False,Dog,0.0,76.0
"1200 E Parmer,Austin,TX",30.3951081,-97.65319099999999,False,Dog,0.0,28.0
"3308 Hycreek,Austin,TX",30.3057788,-97.6720258,False,Dog,0.0,57.0
"6404 Bumpstead Dr,Austin,TX",30.153159,-97.7459973,False,Dog,0.0,31.0
"2402 Windsor Rd,Austin,TX",30.289954,-97.7569426,False,Dog,0.0,28.0
"18052 Tartar Way,Austin,TX",30.3414118,-97.8644322,False,Cat,0.0,6.0
"6405 Crowley Trl,Austin,TX",30.4429312,-97.74588349999999,False,Cat,0.0,17.0
"Mlk And Loreto,Austin,TX",30.2829779,-97.7011103,False,Dog,0.0,66.0
"Cedar Creek & 812,Travis,TX",29.8035077,-95.417627,False,Dog,0.0,1.0
"12700 Mystic Drive,Travis,TX",30.1225387,-97.8142859,False,Cat,0.0,2.0
"Ross And Pierce,Del Valle,TX",30.1724219,-97.6294312,False,Dog,0.0,28.0
"12707 N Mopac Expy,Austin,TX",30.4227134,-97.6997592,False,Livestock,0.0,31.0
"835 W Rundberg Ln,Austin,TX",30.3632362,-97.6984619,False,Cat,0.0,90.0
"Parmer Ln And Dessaur Rd,Austin,TX",30.3868874,-97.64854679999999,False,Dog,0.0,28.0
"San Marcos St And E Cesar Chavez,Austin,TX",30.2605892,-97.7346111,False,Dog,0.0,89.0
"Parmer And Metric,Austin,TX",30.4131385,-97.6905694,False,Dog,0.0,37.0
"Night Star And Warrior Ln,Del Valle,TX",30.2215981,-97.666455,False,Cat,0.0,17.0
"14704 Highsmith,Austin,TX",30.2370794,-97.5845274,False,Cat,0.0,21.0
"8507 Georgian Dr #B,Austin,TX",30.3514308,-97.7001538,False,Dog,0.0,96.0
"2309 Berkley Ave,Austin,TX",30.2094456,-97.8068771,False,Cat,0.0,36.0
"290 And I 35 In Burton, Tx,Austin,TX",30.3369705,-97.6995549,False,Dog,0.0,76.0
"12505 La Paz,Austin,TX",30.1668508,-97.62899379999999,False,Dog,0.0,26.0
"2609 Bliss Spliar Rd,Travis,TX",30.1371046,-97.86353079999999,False,Dog,0.0,1.0
"Sahara And 1St St,Austin,TX",30.2287612,-97.76696779999999,False,Dog,0.0,58.0
"6012 Kidneywood,Austin,TX",30.250307,-97.88352100000002,False,Dog,0.0,15.0
"21302 Wipple Tree Cv,Austin,TX",30.4598231,-97.80382039999999,False,Cat,0.0,33.0
"5400 Downs Dr,Austin,TX",30.2788094,-97.6779035,False,Cat,0.0,70.0
"Thompson @ Hergotz,Austin,TX",30.2458045,-97.6801921,False,Dog,0.0,24.0
"Battle Bend Blvd And I 35,Austin,TX",30.20298,-97.7609477,False,Cat,0.0,71.0
"6911 Thistle Hill Way,Austin,TX",30.3485015,-97.6129981,False,Cat,0.0,9.0
"Thaxton And  Panadero,Austin,TX",30.1576965,-97.7436129,False,Dog,0.0,35.0
"5808 Willcab Rd,Austin,TX",30.2740623,-97.67601429999999,False,Dog,0.0,68.0
"Rogge Ln And Manor Rd,Austin,TX",30.30454899999999,-97.6812839,False,Dog,0.0,60.0
"Jorwoods And Westgate,Austin,TX",30.2002435,-97.8202107,False,Dog,0.0,31.0
"Brodie Ln And Gatling Gun Ln,Austin,TX",30.1526576,-97.85689459999999,False,Cat,0.0,9.0
"38Th St And Cherrywood,Austin,TX",30.2910419,-97.714016,False,Dog,0.0,46.0
"Riverside And Burton Dr,Austin,TX",30.2401953,-97.72708000000002,False,Dog,0.0,105.0
"6804 Apperson St,Del Valle,TX",30.1605,-97.649204,False,Dog,0.0,14.0
"4215 Caldwell,Del Valle,TX",30.188943,-97.5552329,False,Dog,0.0,4.0
"9520 Spectrum Dr,Austin,TX",30.4819443,-97.7699183,False,Cat,0.0,4.0
"Crumley Ln And Montopolis,Austin,TX",30.2413764,-97.69296399999999,False,Dog,0.0,53.0
"S 1 St And William Cannon,Austin,TX",30.1970509,-97.7878418,False,Dog,0.0,66.0
"1900 Westridge,Austin,TX",30.25632959999999,-97.779843,False,Dog,0.0,25.0
"5001 Freidrich,Austin,TX",30.2029453,-97.75387309999999,False,Dog,0.0,80.0
"Manchaca Rd And Slaughter Ln,Austin,TX",30.1737524,-97.82378589999999,False,Dog,0.0,40.0
"120 W Oltorf,Austin,TX",30.239787,-97.7540606,False,Cat,0.0,54.0
"6511 S. I 35,Austin,TX",30.1908489,-97.7689809,False,Dog,0.0,73.0
"6511 I 35 Nb Scrd,Austin,TX",12.974734,77.57488599999999,False,Dog,0.0,2.0
"6511 S. I 35  Scrd,Austin,TX",12.9802206,77.5745242,False,Dog,0.0,2.0
"Nuckols Xing And William Cannon,Austin,TX",30.1807479,-97.7496006,False,Dog,0.0,74.0
"7513 N Interstate Hwy 35,Austin,TX",30.3358894,-97.6993902,False,Dog,0.0,73.0
"6607 S Ih 35 Frontage Rd,Austin,TX",30.1887472,-97.76886979999999,False,Dog,0.0,68.0
"Nelson Oaks And Hog Eye,Austin,TX",30.2845297,-97.627612,False,Dog,0.0,32.0
"7706 Northcross Blvd,Austin,TX",30.3422512,-97.70727269999999,False,Dog,0.0,81.0
"906 E 14Th St,Austin,TX",30.2745415,-97.7299259,False,Dog,0.0,73.0
"7414 Johnny Morrios,Austin,TX",30.3112256,-97.64310110000001,False,Dog,0.0,38.0
"Tx-71,Austin,TX",30.2269169,-97.7697774,False,Dog,0.0,67.0
"2000 E 8Th St,Austin,TX",30.2632573,-97.72024329999999,False,Cat,0.0,87.0
"Swiss Dr And Geneva Dr,Del Valle,TX",30.1303925,-97.6181053,False,Dog,0.0,11.0
"1720 Woodward,Austin,TX",30.220604,-97.7441838,False,Dog,0.0,53.0
"1148 Mansell Ave,Austin,TX",30.2769142,-97.68592600000001,False,Cat,0.0,81.0
"1201 Payton Gin Rd,Austin,TX",30.360485,-97.7078978,False,Dog,0.0,82.0
"7205 Sir Gawain Dr,Austin,TX",30.192202,-97.79209370000001,False,Cat,0.0,51.0
"Oltorf and Burleson,Austin,TX",30.2317215,-97.7360657,False,Dog,0.0,88.0
"5701 Ainez,Austin,TX",30.1879538,-97.738164,False,Dog,0.0,71.0
"1215 West Slaughter Lanea,Austin,TX",30.1728139,-97.8143911,False,Dog,0.0,40.0
"10420 Formith St.,Travis,TX",30.3020902,-97.50849319999999,False,Dog,0.0,2.0
"510 W 26Th St,Austin,TX",30.2909302,-97.7424271,False,Cat,0.0,32.0
"Putnam Dr And Research Blvd,Austin,TX",30.36830119999999,-97.71932679999999,False,Dog,0.0,52.0
"1408 Parker Ln,Austin,TX",30.2412844,-97.7314052,False,Cat,0.0,96.0
"Webberville Rd And Oak Springs,Austin,TX",30.272435,-97.7048701,False,Dog,0.0,81.0
"5100 Pecan Brook Drive,Austin,TX",30.3178958,-97.65930089999999,False,Dog,0.0,29.0
"619 W Powell Ln,Austin,TX",30.3499627,-97.7076583,False,Cat,0.0,82.0
"6000 Cimarron Trail,Austin,TX",30.4552635,-97.9881487,False,Dog,0.0,1.0
"Ih35 And E Riverside Dr,Austin,TX",30.2481136,-97.73578789999999,False,Dog,0.0,68.0
"5325 Gooding,Austin,TX",30.1764667,-97.6936139,False,Dog,0.0,5.0
"3400 Dolphin,Austin,TX",30.2354743,-97.7766508,False,Dog,0.0,64.0
"2211 Daisy Dr,Austin,TX",30.434115,-97.68747599999999,False,Cat,0.0,30.0
"5006 Heflin,Austin,TX",30.284208,-97.67896630000001,False,Dog,0.0,56.0
"8000 Brown Cemetary Rd,Travis,TX",30.268549,-97.510385,False,Dog,0.0,2.0
"Rockland Dr,Austin,TX",30.1641839,-97.82637559999999,False,Dog,0.0,37.0
"St Edwards  and  Little John,Austin,TX",30.2337303,-97.7490339,False,Cat,0.0,54.0
"Crossing Place And Riverside,Austin,TX",30.2316037,-97.71757459999999,False,Dog,0.0,110.0
"7010 W 71,Austin,TX",30.2358041,-97.87450679999999,False,Dog,0.0,26.0
"4201 Monterey Oaks,Austin,TX",30.2281914,-97.8342828,False,Cat,0.0,14.0
"1000 W 26Th St,Austin,TX",30.2912292,-97.7478476,False,Dog,0.0,32.0
"Lott And Prock Ln,Austin,TX",30.267589,-97.6837814,False,Dog,0.0,76.0
"Cherry Ln And Robinhood Trail,Austin,TX",30.2967315,-97.7784574,False,Dog,0.0,12.0
"7714 Village Creek Cir,Austin,TX",30.1705669,-97.7585622,False,Dog,0.0,38.0
"Shady Ln And Airport Blvd,Austin,TX",30.2593335,-97.69363360000001,False,Dog,0.0,60.0
"Justin Ln And Lamar Blvd,Austin,TX",30.3366759,-97.71948019999999,False,Dog,0.0,42.0
"8101 Salt Springs Dr,Austin,TX",30.1589222,-97.7449736,False,Dog,0.0,36.0
"Rundberg & Lamar,Austin,TX",30.3563188,-97.6856328,False,Dog,0.0,71.0
"Rundberg And Ih 35,Austin,TX",30.3583997,-97.688627,False,Cat,0.0,79.0
"973 And Platt Ln,Austin,TX",30.2331093,-97.6270136,False,Dog,0.0,6.0
"William Cannon And Pleasent Valley,Austin,TX",30.179791,-97.7469264,False,Dog,0.0,68.0
"12419 Metric Blvd,Austin,TX",30.4113272,-97.6916068,False,Dog,0.0,37.0
"7601 Barkdale,Austin,TX",30.17323129999999,-97.76255309999999,False,Dog,0.0,45.0
"31St And Duval St,Austin,TX",30.2926914,-97.73363719999999,False,Dog,0.0,34.0
"400 W. Anderson Ln,Austin,TX",30.346493,-97.70742,False,Dog,0.0,83.0
"Via Correto Dr And Buena Suerte Dr,Austin,TX",30.2180532,-97.88794100000001,False,Dog,0.0,10.0
"Mellow Meadow Dr And Lake Creek Pkwy,Austin,TX",30.4599058,-97.7980418,False,Dog,0.0,27.0
"Wells Branch Pkwy And Ih 35 Rd,Austin,TX",30.4403341,-97.66931939999999,False,Dog,0.0,23.0
"Manor And Berkman,Austin,TX",30.2890582,-97.6986112,False,Dog,0.0,54.0
"14400 Harris Ridge Blvd,Travis,TX",30.42046359999999,-97.6447377,False,Dog,0.0,17.0
"1600 Wickersham Lane,Austin,TX",30.2364768,-97.718735,False,Cat,0.0,97.0
"5200 Blk Of Ingersoll Rd,Austin,TX",30.1768061,-97.6947244,False,Dog,0.0,5.0
"5405 Prock Ln,Austin,TX",30.2674076,-97.6832944,False,Dog,0.0,78.0
"Mlk Blvd And Nixon Ln,Austin,TX",30.2799196,-97.64552289999999,False,Cat,0.0,32.0
"Patton Gin And Lamar,Austin,TX",30.366896,-97.68365299999999,False,Dog,0.0,66.0
"Manchaca Rd Dittmar,Austin,TX",30.1928118,-97.8119241,False,Dog,0.0,39.0
"Mocha Trail  And Cadoz,Austin,TX",30.4619036,-97.68701639999999,False,Dog,0.0,16.0
"615 St. Johns,Austin,TX",30.33803899999999,-97.7161861,False,Dog,0.0,49.0
"3421 William Cannon,Austin,TX",30.2129241,-97.830361,False,Cat,0.0,18.0
"14417 S Turnersville Rd,Travis,TX",30.07633,-97.778876,False,Dog,0.0,1.0
"8000 Decker Lane,Austin,TX",30.3080023,-97.6223108,False,Dog,0.0,22.0
"7500 Blessing,Austin,TX",30.3328231,-97.6937014,False,Dog,0.0,62.0
"Hillmoore And Colton Rd,Austin,TX",30.1708357,-97.6906867,False,Dog,0.0,5.0
"4900 Crest Oak Dr,Austin,TX",30.33327469999999,-97.7640041,False,Dog,0.0,6.0
"Alpine And Jacobson Rd,Travis,TX",30.1343315,-97.6126548,False,Dog,0.0,10.0
"Nixon And Fm 969,Austin,TX",30.2799196,-97.64552289999999,False,Dog,0.0,32.0
"Cesar Chaves St And Lynn St,Austin,TX",30.2566593,-97.7233282,False,Dog,0.0,86.0
"Suzi  and Natural Bridge,Austin,TX",30.4578155,-97.6543969,False,Cat,0.0,15.0
"Thaxton and Lalew Cove,Austin,TX",30.1561501,-97.7482589,False,Dog,0.0,33.0
"614 S 1St St #133,Austin,TX",31.3329365,-94.729925,False,Cat,0.0,1.0
"71 And 183,Austin,TX",30.2239191,-97.68211240000001,False,Dog,0.0,48.0
"7005 Colony Park Drive,Austin,TX",30.3021479,-97.64295489999999,False,Cat,0.0,57.0
"5300 Wooland Oaks Ct,Austin,TX",30.1948449,-97.74404630000001,False,Dog,0.0,88.0
"1830 Elroy Rd,Travis,TX",30.1612014,-97.64908899999999,False,Dog,0.0,14.0
"Garfield And Shrieveport,Austin,TX",30.4385894,-97.7397088,False,Dog,0.0,19.0
"Citation Dr And River Timber Dr,Austin,TX",30.216178,-97.526489,False,Cat,0.0,4.0
"13000 N Interstate Hwy 35,Austin,TX",30.4109182,-97.6759994,False,Dog,0.0,25.0
"1620 E Riverside Rd #3040,Austin,TX",40.8952149,-85.4184111,False,Dog,0.0,1.0
"Glencrest Dr And Cameron,Austin,TX",30.3193196,-97.69737649999999,False,Dog,0.0,54.0
"9201 Circuit Of The Americas Blvd,Del Valle,TX",30.1341647,-97.63842939999999,False,Dog,0.0,7.0
"5220 Hudson Bend,Travis,TX",30.4156114,-97.9305005,False,Dog,0.0,5.0
"South 1St And Slaughter,Austin,TX",30.1725547,-97.7995148,False,Dog,0.0,38.0
"5807 Wellington Dr,Austin,TX",30.3109982,-97.6877264,False,Cat,0.0,66.0
"Manor Road And Old Manor Road,Austin,TX",30.3002817,-97.68607209999999,False,Dog,0.0,55.0
"2903 Rr 620 North,Lakeway,TX",29.5760381,-98.53698120000001,False,Dog,0.0,1.0
"5511 Blue Bluff Rd,Travis,TX",30.272057,-97.61368499999999,False,Dog,0.0,17.0
"1700 W Parmer,Austin,TX",30.4132414,-97.68803419999999,False,Dog,0.0,36.0
"1181 Airport Blvd,Austin,TX",30.2759361,-97.6988367,False,Dog,0.0,80.0
"12449 Fm 812,Del Valle,TX",30.1329533,-97.64907149999999,False,Dog,0.0,6.0
"18324 Lydia Springs,Travis,TX",30.44611089999999,-97.56529110000001,False,Dog,0.0,5.0
"6111 South Congress,Austin,TX",30.199881,-97.775454,False,Dog,0.0,78.0
"Windsor And Vista Lane,Austin,TX",30.2937343,-97.76528309999999,False,Dog,0.0,22.0
"301 E. Longspur Blvd.,Austin,TX",30.3647457,-97.68872669999999,False,Dog,0.0,72.0
"E 9Th And Navasota,Austin,TX",30.266357,-97.7271739,False,Dog,0.0,96.0
"710 E Ben White,Austin,TX",30.2210485,-97.7540937,False,Dog,0.0,55.0
"12301 Patron Drive,Austin,TX",30.4101754,-97.69944480000001,False,Dog,0.0,49.0
"5708 Cedardale,Austin,TX",30.2055021,-97.7802644,False,Cat,0.0,65.0
"2905 Locke Ln,Austin,TX",30.2382714,-97.7689707,False,Dog,0.0,64.0
"12805 Rampart St,Austin,TX",30.4189403,-97.68938299999999,False,Cat,0.0,37.0
"6806 Breezy Hill Dr,Travis,TX",30.310109,-97.6377289,False,Dog,0.0,40.0
"Oak Springs And Airport Blvd,Austin,TX",30.2736074,-97.69792489999999,False,Dog,0.0,90.0
"2421 Chateau Village Way,Austin,TX",30.1719339,-97.7659901,False,Dog,0.0,38.0
"8803 Sky Mountain Dr,Austin,TX",30.2539783,-97.89452279999999,False,Cat,0.0,10.0
"4600 W Guadalupe St,Austin,TX",30.315686,-97.73301339999999,False,Dog,0.0,25.0
"Buckingham Gate Rd And Frate Barker Rd,Austin,TX",30.1493988,-97.850265,False,Dog,0.0,14.0
"Blue Meadow Dr And Meadow Lake,Austin,TX",30.1779016,-97.7550243,False,Dog,0.0,59.0
"6600 Ed Bluestein,Austin,TX",30.3057946,-97.66268529999999,False,Cat,0.0,53.0
"Riverside And Montopolis,Austin,TX",30.2249851,-97.7033993,False,Dog,0.0,72.0
"4106 N. Lamar,Austin,TX",30.3094917,-97.74074990000001,False,Dog,0.0,26.0
"6806 Breezy Hill Dr,Austin,TX",30.3101209,-97.6377613,False,Dog,0.0,40.0
"15008A Fm 812,Austin,TX",30.11223,-97.62339899999999,False,Cat,0.0,6.0
"4601 St Elmo St,Austin,TX",30.204349,-97.73748400000001,False,Dog,0.0,61.0
"1St St And Attayac,Austin,TX",30.201064,-97.78591600000001,False,Dog,0.0,62.0
"Crestwood And Airport,Austin,TX",30.3004014,-97.7125853,False,Dog,0.0,49.0
"Hymemeadow Dr And Lakecreek Pkwy,Austin,TX",30.4638954,-97.7893126,False,Cat,0.0,30.0
"12200 Fm 969,Austin,TX",30.2549968,-97.60556,False,Dog,0.0,4.0
"2108 Ferguson Ln,Austin,TX",30.34458089999999,-97.6663275,False,Dog,0.0,15.0
"16101 White River Blvd,Pflugerville,TX",30.4545089,-97.6553556,False,Cat,0.0,17.0
"15700 Anderson Mill Rd,Travis,TX",30.5000237,-97.85602399999999,False,Cat,0.0,1.0
"8400 Peaceful Hill Ln,Austin,TX",30.176929,-97.791038,False,Dog,0.0,32.0
"10555 U.S 290,Manor,TX",30.3490086,-97.5579638,False,Dog,0.0,16.0
"S 1St St And W Alpine Rd,Austin,TX",30.2307367,-97.76679949999999,False,Dog,0.0,61.0
"1000 San Marcos St,Austin,TX",30.2689551,-97.73188429999999,False,Dog,0.0,84.0
"3309 Goodwine Ave,Austin,TX",30.268772,-97.6989011,False,Dog,0.0,85.0
"7704 Fenton Cv,Austin,TX",30.2362752,-97.89929479999999,False,Cat,0.0,12.0
"Mesa Dr,Austin,TX",30.366072,-97.761411,False,Dog,0.0,22.0
"Daisy Pth And Saddleback Rd,Austin,TX",30.1750594,-97.9997937,False,Dog,0.0,1.0
"13676 Bee Cave Pkwy,Bee Cave,TX",30.3131114,-97.95780049999999,False,Cat,0.0,6.0
"501 Post Rd,Austin,TX",30.2278752,-97.76675709999999,False,Dog,0.0,58.0
"6933 Felipe Dr,Austin,TX",30.1526861,-97.7372547,False,Dog,0.0,31.0
"Inridge Dr and  Westgate,Austin,TX",30.2007323,-97.81931039999999,False,Dog,0.0,30.0
"18021 Werchan Ln,Travis,TX",30.427179,-97.417456,False,Dog,0.0,2.0
"6200 Loyola Lane,Austin,TX",30.3029683,-97.6496185,False,Dog,0.0,58.0
"12610 Riata Trace Pkwy,Austin,TX",30.4318694,-97.73926829999999,False,Other,0.0,21.0
"14200 Varrelman,Austin,TX",30.2387354,-97.58963089999999,False,Dog,0.0,21.0
"1000 W Rundberg Ln,Austin,TX",30.365043,-97.7002821,False,Dog,0.0,90.0
"2400 S Congress,Austin,TX",30.23860879999999,-97.75510709999999,False,Dog,0.0,55.0
"9900 Giles Road,Austin,TX",30.3339545,-97.6221035,False,Dog,0.0,4.0
"Fm 1626 And Machaca,Travis,TX",30.1405859,-97.8283178,False,Dog,0.0,17.0
"2310 Wickersham Ln,Austin,TX",30.2285281,-97.72236629999999,False,Dog,0.0,105.0
"Stephen F Austin Drive,Austin,TX",30.2732596,-97.7686815,False,Dog,0.0,32.0
"Pickle Dr And Gunter St,Austin,TX",30.266988,-97.6979339,False,Dog,0.0,86.0
"1704 Nelms,Austin,TX",30.1945143,-97.7645016,False,Dog,0.0,83.0
"8418 Fathom Cir,Austin,TX",30.4355184,-97.77885060000001,False,Dog,0.0,32.0
"6600 Plains Crest Dr,Del Valle,TX",30.1629342,-97.6366721,False,Dog,0.0,27.0
"8701 W Parmer Ln,Austin,TX",30.4680677,-97.76204299999999,False,Cat,0.0,7.0
"7500 W Hwy 71,Austin,TX",30.2395577,-97.87957689999999,False,Dog,0.0,28.0
