Address,Latitude,Longitude,Pet at Home,Animal Type,Vet Count,Intakes within Radius
"8804 Dittmar Oaks Dr,Austin,TX",30.1829543,-97.8143875,True,Cat,7.0,40.0
"5205 Bantom Woods Dr.,Austin,TX",30.2733696,-97.6310429,True,Dog,0.0,24.0
"7006 Appaloosa Ct,Travis,TX",30.063047,-97.71620700000001,True,Dog,0.0,9.0
"6912 Wentworth,Austin,TX",30.2958743,-97.628924,True,Dog,0.0,32.0
"7900 Research Blvd,Austin,TX",30.3494849,-97.71389409999999,True,Dog,6.0,69.0
"800 Guadalupe,Austin,TX",30.271302,-97.74601679999999,True,Dog,9.0,77.0
"8401 Ardash Ln,Austin,TX",30.3781164,-97.7585165,True,Dog,11.0,12.0
"1500 City Park Road,Austin,TX",30.3330972,-97.8423657,True,Dog,0.0,1.0
"3000 Gonzales,Austin,TX",30.2595576,-97.7074691,True,Dog,2.0,74.0
"Club Terrace And Montopolis Dr,Austin,TX",30.2336986,-97.6978785,True,Dog,1.0,76.0
"5204 Ledesma,Austin,TX",30.2720187,-97.68514359999999,True,Dog,1.0,84.0
"9100 South Ih 35,Austin,TX",30.16653759999999,-97.787189,True,Dog,3.0,33.0
"6605 Tara Dr,Austin,TX",30.1616597,-97.739436,True,Cat,0.0,38.0
"E M Franklin,Austin,TX",30.2830556,-97.6958498,True,Dog,0.0,75.0
"1720 Rockbridge Ter,Austin,TX",30.23148119999999,-97.737699,True,Dog,10.0,89.0
"1035 Nile,Austin,TX",30.2685085,-97.71232189999999,True,Dog,2.0,86.0
"4000 Shaw,Travis,TX",30.5092613,-98.1026237,True,Dog,0.0,2.0
"2606 Wheless Ln,Austin,TX",30.3102387,-97.68057329999999,True,Dog,2.0,66.0
"1411 Valleyridge Dr,Austin,TX",30.235864,-97.77549719999999,True,Dog,54.0,67.0
"1332 Lamar Square,Austin,TX",30.2541696,-97.7652736,True,Cat,16.0,38.0
"715 W Slaughter Lane Unit 910,Austin,TX",30.1735444,-97.8027328,True,Dog,8.0,40.0
"2803 Castro,Austin,TX",30.2624192,-97.7080326,True,Dog,2.0,80.0
"2011 Maxwell,Austin,TX",30.2217128,-97.6982311,True,Dog,0.0,64.0
"5001 Convict Hill Rd. #1018,Austin,TX",30.2178374,-97.85241700000002,True,Dog,13.0,11.0
"10801 Hokanson Ct,Travis,TX",30.0890399,-97.6266326,True,Dog,0.0,6.0
"4915 Manchester Cir,Austin,TX",30.209563,-97.7687393,True,Dog,10.0,53.0
"Gunter,Austin,TX",30.2726941,-97.7475037,True,Dog,15.0,72.0
"5200 E William Cannon Dr,Austin,TX",30.1805758,-97.7479548,True,Dog,1.0,70.0
"1811 Miles Ave,Austin,TX",30.2051269,-97.8021497,True,Dog,4.0,53.0
"10550 Maha Cir,Travis,TX",30.108969,-97.6969388,True,Dog,0.0,6.0
"Ben White,Austin,TX",30.2139904,-97.7226233,True,Dog,2.0,35.0
"506 Delmar B,Austin,TX",30.3375177,-97.70445439999999,True,Cat,7.0,80.0
"310 Robert T Martinez,Austin,TX",30.2582731,-97.7195431,True,Dog,2.0,76.0
"6103 Mountainclimb,Austin,TX",30.3467824,-97.7638084,True,Dog,15.0,17.0
"10504 Lake Creek Pkwy,Austin,TX",30.4579227,-97.8009407,True,Dog,12.0,30.0
"19304 Blake Manor Rd,Travis,TX",30.285126,-97.50906499999999,True,Dog,0.0,3.0
"Burnet Road And Hwy 183,Austin,TX",30.36994899999999,-97.727419,True,Dog,9.0,45.0
"4604 Fallenash Dr,Travis,TX",30.244932,-97.585201,True,Dog,0.0,29.0
"2200 Blue Meadow Drive,Austin,TX",30.1817349,-97.76454439999999,True,Dog,1.0,73.0
"6806 Shadywood Drive,Austin,TX",30.1937824,-97.78548269999999,True,Dog,3.0,69.0
"26Th And San Antonio,Austin,TX",30.290495,-97.7421289,True,Dog,24.0,32.0
"12621 Hymeadow Dr,Austin,TX",30.4578156,-97.79048499999999,True,Dog,11.0,34.0
"18225 Belfry Pass,Travis,TX",30.316701,-97.53027550000002,True,Dog,0.0,7.0
"10607 Berthound,Austin,TX",30.379038,-97.69787649999999,True,Other,1.0,50.0
"Shepherd Mountain,Austin,TX",30.3591863,-97.79940950000001,True,Cat,2.0,2.0
"Manchaca,Austin,TX",30.19350859999999,-97.8114781,True,Dog,6.0,38.0
"306 E Powell Ln Unit B,Austin,TX",30.3465944,-97.70050719999999,True,Dog,6.0,83.0
"Clearfield,Austin,TX",30.3577762,-97.71350869999999,True,Cat,5.0,69.0
"5202 Berkman Dr,Austin,TX",30.3055747,-97.69812030000001,True,Cat,7.0,57.0
"4606 S 1St,Austin,TX",30.2175581,-97.7754363,True,Dog,43.0,61.0
"12300 Hymeadow,Austin,TX",30.453895,-97.79797599999999,True,Dog,13.0,33.0
"601 E 15Th St,Austin,TX",30.274006,-97.7337166,True,Dog,6.0,68.0
"4716 Castleman Dr,Austin,TX",30.2464369,-97.5838113,True,Other,0.0,29.0
"Georgian St And Powell St,Austin,TX",30.3475541,-97.70318530000002,True,Dog,6.0,81.0
"7201 Levander,Austin,TX",30.2527847,-97.6904186,True,Dog,1.0,41.0
"10732 Research Blvd,Austin,TX",30.3991544,-97.7469052,True,Dog,12.0,23.0
"2200 S Pleasant Valley,Austin,TX",30.2316954,-97.72638880000001,True,Dog,2.0,107.0
"503 Nelray Blvd,Austin,TX",30.3212,-97.725347,True,Cat,17.0,27.0
"12316 Fay St,Travis,TX",30.3727839,-97.62126149999999,True,Dog,0.0,10.0
"Piedras Blanco,Austin,TX",30.1613089,-97.7400842,True,Dog,0.0,38.0
"17303 Sleepy Hollow,Travis,TX",30.4100794,-97.95804849999999,True,Dog,1.0,1.0
"1215 W Slaughter #525,Austin,TX",30.1728139,-97.8143911,True,Cat,8.0,40.0
"1525 Grand Avenue Pkwy,Travis,TX",30.455799,-97.6566792,True,Dog,3.0,15.0
"3001 Esperanza Crossing Unit 4027,Austin,TX",30.3986247,-97.72197320000001,True,Dog,4.0,21.0
"13309 N Ih35,Austin,TX",30.4184546,-97.671627,True,Dog,18.0,20.0
"1906 Chestnut Ave,Austin,TX",30.2810682,-97.7176894,True,Dog,3.0,58.0
"Enfield Rd & Newfield Ln,Austin,TX",30.2877953,-97.76733139999999,True,Dog,13.0,24.0
"4406 Zyle,Austin,TX",30.1983551,-97.9217266,True,Dog,0.0,1.0
"514 E 6Th,Austin,TX",30.2668098,-97.7376269,True,Dog,10.0,78.0
"7209 Cayenne Ln,Austin,TX",30.22160229999999,-97.6946863,True,Dog,0.0,62.0
"9702 Marlborough Dr,Austin,TX",30.3555929,-97.6760731,True,Dog,1.0,43.0
"2707 South Ih-35,Austin,TX",30.2292009,-97.7428463,True,Dog,11.0,73.0
"1030 Norwood Park,Austin,TX",30.3393409,-97.690861,True,Dog,7.0,68.0
"5020 Manor Rd,Austin,TX",30.297894,-97.687823,True,Dog,2.0,50.0
"3615 Willow Springs,Austin,TX",30.2253815,-97.7576862,True,Dog,16.0,52.0
"2628 Gwendolyn Ln,Austin,TX",30.1750698,-97.83701350000001,True,Dog,6.0,31.0
"Koenig & Guadalupe,Austin,TX",39.0302238,-94.6176864,True,Dog,11.0,1.0
"4605 Hank,Austin,TX",30.2207218,-97.78154020000001,True,Dog,48.0,64.0
"2800 S Congress,Austin,TX",30.2341916,-97.7573816,True,Dog,19.0,57.0
"4106 N Lamar,Austin,TX",30.3094917,-97.74074990000001,True,Cat,19.0,26.0
"20424 Rita Blanca,Travis,TX",30.4799379,-97.5685809,True,Dog,0.0,8.0
"9024 Northgate Blvd,Austin,TX",30.3700305,-97.71737449999999,True,Dog,4.0,54.0
"Ih-35 And Grand Ave.,Austin,TX",30.4559197,-97.66696429999999,True,Dog,3.0,16.0
"305 Shep St,Austin,TX",30.1735224,-97.7921396,True,Dog,3.0,31.0
"2702 Mulford Cv,Austin,TX",30.2284501,-97.7424107,True,Dog,11.0,75.0
"901 W Ben White,Austin,TX",30.2260667,-97.7745257,True,Dog,55.0,65.0
"9212 Decker,Travis,TX",30.319295,-97.61121999999999,True,Dog,0.0,6.0
"1125 Salina St,Austin,TX",30.2679479,-97.7204531,True,Dog,3.0,84.0
"4880 E Yager Ln,Manor,TX",30.3647095,-97.6290204,True,Dog,0.0,12.0
"3703 Tower View Ct,Austin,TX",30.2876764,-97.70495609999999,True,Dog,5.0,48.0
"8405 Fathom Cir,Austin,TX",30.43463029999999,-97.77840669999999,True,Dog,10.0,31.0
"9518 Topridge Dr,Austin,TX",30.434814,-97.799196,True,Cat,7.0,7.0
"1054 Springdale Rd,Austin,TX",30.27326619999999,-97.69263079999999,True,Cat,1.0,90.0
"2751 E Hwy 71,Austin,TX",30.2108744,-97.6527522,True,Dog,0.0,11.0
"5800 Techni Center,Austin,TX",30.2797067,-97.6699519,True,Dog,0.0,49.0
"2405 E 9Th St,Austin,TX",30.2642815,-97.7152608,True,Dog,1.0,79.0
"1700 W Howard Ln,Austin,TX",30.4277126,-97.6783425,True,Dog,16.0,30.0
"4706 Imperial Dr,Travis,TX",30.26581659999999,-97.6260324,True,Dog,0.0,18.0
"4601 Granny Drive,Travis,TX",30.184072,-97.55135299999999,True,Dog,0.0,4.0
"5006 Heflin Lane,Austin,TX",30.284208,-97.67896630000001,True,Dog,0.0,56.0
"7117 Wood Hollow,Austin,TX",30.354879,-97.752163,True,Dog,19.0,25.0
"10214 Brownie Drive,Austin,TX",30.3684722,-97.68478739999999,True,Dog,1.0,64.0
"2614 Howellwood Way,Austin,TX",30.1763294,-97.8344226,True,Cat,6.0,31.0
"8201 Sam Rayburn,Austin,TX",30.3461531,-97.6998121,True,Dog,6.0,81.0
"Point North,Austin,TX",30.3076536,-97.6400027,True,Dog,0.0,43.0
"4300 Meinardus,Austin,TX",30.2121613,-97.7515725,True,Dog,8.0,49.0
"405 E 31St,Austin,TX",30.2927724,-97.73442430000001,True,Dog,21.0,32.0
"11903 Green Grove Dr,Austin,TX",30.221109,-97.63076029999999,True,Dog,0.0,8.0
"13021 Legendary Dr,Austin,TX",30.4347492,-97.7303402,True,Dog,9.0,12.0
"18606 Venture Dr,Point Venture,TX",30.387867,-97.995589,True,Dog,1.0,1.0
"4605 Preakness,Del Valle,TX",30.1808601,-97.639006,True,Dog,0.0,9.0
"2100 Wickersham # 2087,Austin,TX",30.1294027,-95.2764191,True,Dog,0.0,2.0
"3300 Killingsworth #263,Travis,TX",30.4132721,-97.605339,True,Dog,1.0,6.0
"15417 Stroup,Travis,TX",30.379223,-97.940258,True,Dog,4.0,3.0
"11901 Gaelic Dr,Austin,TX",30.3592717,-97.61595369999999,True,Dog,0.0,14.0
"2102 Lipanes Trl,Travis,TX",30.3446875,-97.8646594,True,Dog,0.0,6.0
"N 130,Travis,TX",30.2539726,-97.6050128,True,Dog,0.0,4.0
"2400 Wickersham #262,Austin,TX",30.1293886,-95.2764194,True,Dog,0.0,2.0
"6110 Kasper St.,Austin,TX",30.226612,-97.7044564,True,Dog,2.0,80.0
"8209 Bluff Springs,Travis,TX",30.16892,-97.767021,True,Dog,3.0,30.0
"1156 W. Cesar Chavez,Austin,TX",30.2698458,-97.7593014,True,Dog,14.0,48.0
"3203 Cherrywood Road,Austin,TX",30.2870418,-97.7163238,True,Dog,5.0,45.0
"4509 Aristocrat Dr,Travis,TX",30.2632861,-97.62711259999999,True,Dog,0.0,14.0
"11701 Metric Blvd, Unit 113,Austin,TX",30.3966223,-97.70478910000001,True,Cat,17.0,38.0
"11701 Metric Blvd Unit 113,Austin,TX",30.3966223,-97.70478910000001,True,Cat,17.0,38.0
"4000 Shaw Rd,Travis,TX",30.5092613,-98.1026237,True,Dog,0.0,2.0
"Bluff Springs Rd And William Cannon Dr,Austin,TX",30.1891287,-97.76790539999999,True,Dog,2.0,73.0
"12138 N Lamar,Austin,TX",30.3991227,-97.6794893,True,Dog,18.0,18.0
"2301 Laramie,Austin,TX",30.2234592,-97.79687659999999,True,Dog,42.0,38.0
"1170 Poquito St,Austin,TX",30.2714388,-97.7185542,True,Dog,2.0,65.0
"4400 E Ben White,Austin,TX",30.2159849,-97.7341033,True,Dog,2.0,53.0
"21962 Ann Showers Dr,Travis,TX",30.2717788,-97.4723611,True,Dog,0.0,4.0
"200 W Carrie Manor,Manor,TX",30.3394619,-97.5596518,True,Dog,1.0,11.0
"200 Goforth,Hays,TX",30.0762402,-97.8330584,True,Dog,0.0,1.0
"7619 Scenic Brook,Austin,TX",30.2357216,-97.8970026,True,Cat,5.0,17.0
"5900 Bolm Rd,Austin,TX",30.2566974,-97.6862567,True,Dog,1.0,46.0
"306 Oak Plz,Austin,TX",30.3512661,-97.6981931,True,Dog,6.0,94.0
"14300 Tandem Blvd,Travis,TX",30.443138,-97.694103,True,Dog,0.0,21.0
"13201 N Fm 620,Austin,TX",30.4692767,-97.79119539999999,True,Dog,8.0,25.0
"2005 Willow Creek,Austin,TX",30.2319025,-97.7284267,True,Dog,2.0,111.0
"801 W. 5Th St,Austin,TX",30.26904559999999,-97.75151369999999,True,Other,15.0,74.0
"8201 E Riverside,Austin,TX",30.2167075,-97.6843572,True,Dog,0.0,32.0
"2100 Block Of Boca Raton,Austin,TX",30.1397139,-97.79485489999999,True,Dog,1.0,15.0
"2815 E Hwy 71 #3,Del Valle,TX",30.2108425,-97.6494729,True,Dog,0.0,11.0
"17400 Carlson Rd,Travis,TX",30.408419,-97.4012741,True,Dog,0.0,1.0
"9603 Night Star Dr.,Austin,TX",30.221878,-97.667153,True,Dog,0.0,17.0
"E 8Th St & Neches St,Austin,TX",40.7295535,-73.9899172,True,Dog,70.0,1.0
"300 S Lamar,Austin,TX",30.2627724,-97.7585464,True,Dog,22.0,50.0
"4200 I-35 S,Austin,TX",30.2147131,-97.75346599999999,True,Dog,9.0,48.0
"14723 Single Trace,Austin,TX",30.4475303,-97.6872337,True,Dog,0.0,25.0
"6600 Bluff Springs,Austin,TX",30.1891134,-97.76791170000001,True,Dog,2.0,73.0
"1430 Frontier Valley Drive Unit 112,Austin,TX",30.227456,-97.692371,True,Dog,0.0,75.0
"2613 S 1St St,Austin,TX",30.2386827,-97.76147960000002,True,Cat,19.0,60.0
"201 E Boyce St,Manor,TX",30.3419454,-97.5561821,True,Dog,1.0,14.0
"9500 Lime Creek Rd,Travis,TX",30.4636878,-97.90296579999999,True,Dog,0.0,1.0
"12621 Hymeadow Unit 318,Austin,TX",30.4578156,-97.79048499999999,True,Cat,11.0,34.0
"12621 Hymeadow,Austin,TX",30.4578156,-97.79048499999999,True,Cat,11.0,34.0
"8312 N Ih 35 Hwy,Austin,TX",30.3470288,-97.6965307,True,Cat,6.0,90.0
"900 Airoso Cove,Austin,TX",30.2070522,-97.78657489999999,True,Dog,11.0,71.0
"15877 Long Vista Drive,Austin,TX",30.4602914,-97.6747656,True,Dog,3.0,20.0
"3902 Veiled Falls,Travis,TX",30.4546699,-97.5682228,True,Dog,0.0,5.0
"1300 Crossing Place Unit 3714,Austin,TX",30.238131,-97.7133667,True,Dog,3.0,90.0
"13021 Dessau Rd Unit 342,Travis,TX",30.4002262,-97.6404697,True,Dog,2.0,19.0
"2815 Hwy 71,Austin,TX",30.2093593,-97.6512745,True,Other,0.0,11.0
"2208 E 18Th St,Austin,TX",30.2793809,-97.71766649999999,True,Dog,3.0,70.0
"6010 E Riverside,Austin,TX",30.2269325,-97.7064262,True,Dog,2.0,84.0
"8807 Piney Point Dr,Austin,TX",30.4496028,-97.7764887,True,Dog,7.0,37.0
"6000 Middle Fiskville Rd,Austin,TX",30.3236647,-97.710865,True,Dog,7.0,48.0
"10300 E 290,Travis,TX",30.2265006,-97.9480583,True,Bird,3.0,1.0
"11132 Currin Ln,Austin,TX",30.1581551,-97.8448397,True,Dog,5.0,20.0
"1900 E Mlk,Austin,TX",30.280117,-97.7209851,True,Dog,3.0,59.0
"6306 E Riverside Dr,Austin,TX",30.2252802,-97.702975,True,Dog,0.0,73.0
"9707 Point Vista Pl,Austin,TX",30.3576054,-97.6778437,True,Dog,1.0,46.0
"1807 Mearns Meadow Dr Unit A,Austin,TX",30.3815896,-97.70948419999999,True,Dog,4.0,51.0
"404 Corral De Tierra,Travis,TX",30.4996083,-97.59903919999999,True,Dog,5.0,2.0
"1000 W Riverside,Austin,TX",30.2637242,-97.75477649999999,True,Dog,17.0,69.0
"15004 Brown Bluff Cir,Travis,TX",30.556817,-97.89462999999999,True,Dog,0.0,1.0
"6808 S Ih35,Austin,TX",30.1885956,-97.77402769999999,True,Dog,1.0,69.0
"6636 W William Cannon #322,Austin,TX",30.243571,-97.862606,True,Dog,5.0,19.0
"4502 Hudson Bend,Travis,TX",30.4061891,-97.9273822,True,Dog,1.0,6.0
"2300 W North Loop # 206,Austin,TX",41.910534,-87.6849464,True,Dog,26.0,1.0
"303 Colorado Street,Austin,TX",30.2658296,-97.744641,True,Other,9.0,82.0
"18832 Mangan Way,Travis,TX",30.4497133,-97.55515869999999,True,Dog,0.0,5.0
"6301 Berkman Dr,Austin,TX",30.316414,-97.6904933,True,Cat,8.0,64.0
"739 W. William Cannon,Austin,TX",30.1977965,-97.7899425,True,Dog,6.0,66.0
"7511 Tumbleweed,Austin,TX",30.3138878,-97.65198,True,Dog,0.0,51.0
"8300 N Ih 35,Austin,TX",30.1743138,-97.7823667,True,Cat,4.0,35.0
"10808 Pall Mall,Austin,TX",30.168984,-97.8453627,True,Dog,5.0,20.0
"1701 Matthews Lane,Austin,TX",30.198345,-97.804515,True,Dog,6.0,51.0
"2528 Glen Springs Way,Austin,TX",30.2283615,-97.73746919999999,True,Dog,5.0,86.0
"1156 W Cesar Chavez St,Austin,TX",30.2698458,-97.7593014,True,Dog,14.0,48.0
"100 Elizabeth,Austin,TX",30.2490846,-97.75058469999999,True,Cat,14.0,50.0
"4803 Pewter,Austin,TX",30.199357,-97.74032489999999,True,Dog,1.0,72.0
"2601 South Pleasant Valley,Austin,TX",30.2237975,-97.7299474,True,Dog,2.0,87.0
"8502 Woodstone Dr,Austin,TX",30.362884,-97.723202,True,Dog,11.0,56.0
"4424 S Mopac #412,Austin,TX",30.2412061,-97.81760469999999,True,Dog,39.0,8.0
"6402 Auburn Dr,Austin,TX",30.31234529999999,-97.6791408,True,Dog,5.0,62.0
"12041 Dessau Rd Unit 2311,Austin,TX",30.3807336,-97.6517927,True,Dog,2.0,29.0
"8523 Research Blvd,Austin,TX",30.360145,-97.71607399999999,True,Dog,6.0,64.0
"7913 S 183,Travis,TX",30.142505,-97.695737,True,Dog,0.0,1.0
"12900 Tierra Grande Trl,Austin,TX",30.346264,-97.9177007,True,Other,2.0,2.0
"2104 Cullen Ave,Austin,TX",30.3465423,-97.73425379999999,True,Cat,18.0,22.0
"4312 Acropolis Ct,Austin,TX",30.4132357,-97.73069830000001,True,Dog,13.0,16.0
"4203 Shoal Creek,Austin,TX",30.3141216,-97.7478252,True,Dog,17.0,20.0
"1444 Colony Creek,Austin,TX",30.3661404,-97.7103877,True,Dog,6.0,74.0
"7247 Cameron Rd,Austin,TX",30.3275601,-97.69096689999999,True,Dog,6.0,51.0
"11923 Us 290,Manor,TX",30.3475734,-97.5441204,True,Dog,1.0,14.0
"Southwest Pkwy & Foster Ranch Rd,Austin,TX",30.2567094,-97.86842159999999,True,Dog,3.0,5.0
"1303 Corona Dr,Austin,TX",30.3115596,-97.70325509999999,True,Dog,7.0,53.0
"4404 Elmsgrove Dr,Austin,TX",30.2849715,-97.67772,True,Dog,0.0,54.0
"1156  W Cesar Chavez St,Austin,TX",30.2698458,-97.7593014,True,Cat,14.0,48.0
"13000 N Ih 35,Austin,TX",30.4152996,-97.6754004,True,Dog,18.0,25.0
"603 North Cuernavaca,Travis,TX",30.330184,-97.868787,True,Dog,1.0,6.0
"13858 N Hwy 183,Austin,TX",30.4664114,-97.797495,True,Dog,12.0,30.0
"500 Bastrop Hwy Unit 15,Austin,TX",30.2366007,-97.68804460000001,True,Dog,1.0,52.0
"12518 Research Blvd,Austin,TX",30.4287213,-97.7604042,True,Dog,14.0,24.0
"24Th St & Guadalupe,Austin,TX",37.75254169999999,-122.4135418,True,Dog,25.0,1.0
"1009 Edgecliff Terrace,Austin,TX",30.2499,-97.73785199999999,True,Dog,6.0,71.0
"1600 Montopolis Dr,Austin,TX",30.2278805,-97.70197089999999,True,Dog,0.0,81.0
"6300 E Us 290,Austin,TX",30.2357022,-97.8594498,True,Dog,6.0,19.0
"6300 Us-290,Austin,TX",30.2357022,-97.8594498,True,Cat,6.0,19.0
"10003 Jupiter Hills Dr,Austin,TX",30.1490488,-97.7791912,True,Dog,3.0,21.0
"7622 N Ih 35,Austin,TX",30.1802748,-97.77788029999999,True,Other,4.0,54.0
"1773 W Wells Branch Unit 1123,Austin,TX",30.4349792,-97.67302389999999,True,Dog,4.0,22.0
"1003 #A Rundberg,Austin,TX",37.09918589999999,-84.41840200000001,True,Dog,0.0,1.0
"7809 E Ben White Blvd,Austin,TX",30.2184701,-97.6880734,True,Dog,0.0,48.0
"10000 N. Lamar Blvd,Austin,TX",30.3694186,-97.6952223,True,Dog,1.0,73.0
"2614 4Th St,Austin,TX",30.2565337,-97.71316449999999,True,Dog,3.0,64.0
"9201 Circuit Of The Americas,Austin,TX",30.1345808,-97.6358511,True,Dog,0.0,8.0
"1704 Nelms Dr,Austin,TX",30.1945143,-97.7645016,True,Cat,6.0,83.0
"6100 E Riverside,Austin,TX",30.2264347,-97.7056198,True,Dog,2.0,84.0
"3201 Duval Rd,Austin,TX",30.4087938,-97.7215489,True,Dog,8.0,18.0
"1720 Grand Ave Parkway,Travis,TX",30.4572273,-97.6632853,True,Cat,3.0,15.0
"13604 Caldwell Dr,Austin,TX",30.452541,-97.7935517,True,Dog,11.0,33.0
"6600 Auburnhill St,Austin,TX",30.3140969,-97.67648709999999,True,Dog,5.0,58.0
"900 Block N Ih35,Austin,TX",30.2689638,-97.73406609999999,True,Dog,7.0,81.0
"Fritz Hughes Park Rd,Travis,TX",30.3836725,-97.9101434,True,Dog,2.0,3.0
"290 And Mopac,Austin,TX",30.2333974,-97.820956,True,Dog,39.0,12.0
"12305 Furow Cove #A,Austin,TX",30.393991,-97.65996919999999,True,Dog,5.0,30.0
"1403 Mearns Meadow Blvd,Austin,TX",30.3745505,-97.70452209999999,True,Dog,4.0,65.0
"1208 August,Austin,TX",30.3756089,-97.6664436,True,Dog,2.0,21.0
"1203 Perez St,Austin,TX",30.2785764,-97.691645,True,Dog,0.0,87.0
"5616 Signal Point,Austin,TX",30.2884638,-97.64722789999999,True,Dog,0.0,38.0
"1070 Mearns Meadow,Austin,TX",30.3695246,-97.6996148,True,Dog,2.0,88.0
"8103 View Ridge,Austin,TX",30.29871,-97.62878429999999,True,Dog,0.0,33.0
"12425 Lamplight Village Ave,Austin,TX",30.41431129999999,-97.6961967,True,Dog,19.0,36.0
"8128 N Ih 35,Austin,TX",30.1759655,-97.78145719999999,True,Dog,4.0,36.0
"8600 Wall St,Austin,TX",30.3398027,-97.6729515,True,Cat,4.0,17.0
"1200 W 40Th St  #122,Austin,TX",30.3092208,-97.7435813,True,Dog,17.0,25.0
"1100 West Parmer,Austin,TX",30.4084938,-97.6786626,True,Dog,18.0,26.0
"14000 Renaissance Court Unit 1002,Austin,TX",30.437446,-97.686679,True,Cat,0.0,29.0
"4411 Whispering Valley,Austin,TX",30.4134834,-97.7307623,True,Dog,16.0,16.0
"W Evelyn Rd & Fm 1327,Travis,TX",32.3771258,-92.22950689999999,True,Dog,0.0,1.0
"13858 Research,Austin,TX",30.4663634,-97.7974795,True,Dog,12.0,30.0
"3401 W Parmer Ln,Austin,TX",30.42247489999999,-97.7095576,True,Dog,17.0,17.0
"11704 Rotherham Dr,Austin,TX",30.3768071,-97.6614728,True,Dog,1.0,26.0
"10101 South 1St,Austin,TX",30.155976,-97.799379,True,Dog,4.0,22.0
"12000 Dessau Rd #537,Austin,TX",30.3795233,-97.654524,True,Other,2.0,26.0
"3107 Powell Cir,Austin,TX",30.2327877,-97.7625681,True,Dog,23.0,56.0
"6757 Airport,Austin,TX",30.3328108,-97.7155646,True,Dog,7.0,52.0
"183 & 620,Austin,TX",36.0977518,-98.9541854,True,Dog,1.0,1.0
"609 E 48St,Austin,TX",30.3094735,-97.7205865,True,Dog,15.0,34.0
"10601 Manchaca,Austin,TX",30.163595,-97.82698599999999,True,Dog,5.0,39.0
"7401 N Lamar,Austin,TX",30.3404984,-97.7155865,True,Dog,5.0,58.0
"Bowery Trl & Ih 35,Austin,TX",30.3903051,-97.6697798,True,Dog,4.0,28.0
"4320 S Ih 35 Frontage Rd,Austin,TX",30.2126683,-97.755207,True,Dog,9.0,46.0
"6311 El Mirando St,Austin,TX",30.23958679999999,-97.6929637,True,Dog,1.0,55.0
"4607 Lyons Rd,Austin,TX",30.2600834,-97.6981612,True,Dog,2.0,69.0
"5510 Manor Rd,Austin,TX",30.3030241,-97.6833868,True,Dog,3.0,58.0
"7200 W. Easy Wind Dr. # 1079,Austin,TX",30.3403116,-97.7196982,True,Dog,6.0,49.0
"9926 Vikki Terrace,Travis,TX",30.232605,-97.931518,True,Dog,3.0,3.0
"11609 Raymond C. Ewry,Austin,TX",30.1520298,-97.8410051,True,Dog,3.0,27.0
"11701 Metric Blvd,Austin,TX",30.3966223,-97.70478910000001,True,Dog,17.0,38.0
"2825 Locke,Austin,TX",30.2397794,-97.7681125,True,Bird,19.0,64.0
"2922 Ellon Rd,Austin,TX",30.2071614,-97.6419763,True,Dog,0.0,11.0
"2101 Jesse E. Segovia St,Austin,TX",30.2495998,-97.7247469,True,Dog,4.0,89.0
"7600 Carver Ave,Austin,TX",30.335383,-97.69654949999999,True,Dog,7.0,69.0
"11901 Pavilion Blvd,Austin,TX",30.424769,-97.754402,True,Dog,18.0,26.0
"13914 Tophill Cir,Travis,TX",30.4076797,-97.6301565,True,Dog,0.0,14.0
"4505 Peach Grove,Austin,TX",30.1986393,-97.72941499999999,True,Dog,1.0,44.0
"3311 N Interstate 35 Frontage Rd,Austin,TX",30.2914287,-97.7211696,True,Dog,7.0,44.0
"5400 Freidrich Unit 141,Austin,TX",30.2000489,-97.75682719999999,True,Dog,9.0,78.0
"6119 Atwood St,Austin,TX",30.2390358,-97.6966095,True,Dog,1.0,70.0
"2001 Kenneth Ave #A,Austin,TX",30.23078799999999,-97.716043,True,Cat,2.0,107.0
"7709 Whitsun Dr,Austin,TX",30.2056692,-97.83704089999999,True,Bird,11.0,25.0
"8702 Pineridge Dr #B,Austin,TX",30.4495852,-97.7740534,True,Cat,7.0,27.0
"11700 Metric Blvd,Austin,TX",30.3963168,-97.7068349,True,Dog,17.0,42.0
"S Pleasant Valley Rd And E Riverside Dr,Austin,TX",30.234143,-97.7228689,True,Dog,3.0,104.0
"8601 Cureton Cv,Austin,TX",30.15124399999999,-97.7390968,True,Dog,0.0,31.0
"8200 N Mopac,Austin,TX",30.3693306,-97.7434543,True,Dog,15.0,29.0
"615 West 7Th Street,Austin,TX",30.2705061,-97.7489066,True,Dog,15.0,78.0
"17113 Hamilton Point Circle,Manor,TX",30.3364403,-97.5491492,True,Dog,1.0,12.0
"2405 Mcdonald Way,Austin,TX",30.3661499,-97.6505184,True,Dog,1.0,9.0
"4304 Hidden Lake Crossing,Pflugerville,TX",30.4486205,-97.5672851,True,Cat,0.0,5.0
"3305 Santa Fe,Austin,TX",30.21926569999999,-97.73724349999999,True,Dog,4.0,68.0
"18121 Basket Flower,Travis,TX",30.34678839999999,-97.43042469999999,True,Cat,0.0,5.0
"500 E 7Th St,Austin,TX",30.2679088,-97.73749319999999,True,Dog,10.0,75.0
"6806 Santos St,Austin,TX",30.22662799999999,-97.69643359999999,True,Dog,0.0,76.0
"Elizabeth And South 1St,Austin,TX",30.2506669,-97.7546771,True,Dog,18.0,38.0
